cc_id,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,b_g,b_r,mci,ndci,ln_bg,contrast,homogeneity,energy,ASM,correlation,mean,entropy,y,x
3,0.116,0.1688,0.1641,0.2024,0.26948765,5.468303e-06,2.8206985e-05,0.1153,0.1242,0.0551,0.0417,0.1095,0.1774,0.1211,0.1285,0.5720388349514562,-0.09051724137931033,-0.1995614035087719,-0.1853932584269663,0.13495907800233842,-0.1853932584269663,0.27135678391959794,0.8107707509881423,0.9721563981042654,0.6538895152198422,0.02484113229347197,-0.20976993931726523,1.0972222,0.66805553,0.22004138,0.04841821,0.99177974,15.270833,5.0255857,-2054055.0,3098495.0
3,0.12010000000000001,0.165,0.156,0.195,0.25154576,5.142322e-06,2.7907317e-05,0.10880000000000001,0.11510000000000001,0.0534,0.040400000000000005,0.109,0.17400000000000002,0.1158,0.1223,0.5700483091787439,-0.08333333333333333,-0.17735849056603772,-0.15748860049105573,0.14386767365173916,-0.15748860049105573,0.2377023167248492,0.7999999999999999,0.9454545454545454,0.6902298850574713,0.026548672566371702,-0.22314355131420985,1.7361112,0.62802285,0.198373,0.03935185,0.9868441,16.895834,5.391963,-2054045.0,3098495.0
3,0.12010000000000001,0.165,0.156,0.195,0.25154576,5.142322e-06,2.7907317e-05,0.10880000000000001,0.11510000000000001,0.0534,0.040400000000000005,0.109,0.17400000000000002,0.1158,0.1223,0.5700483091787439,-0.08333333333333333,-0.17735849056603772,-0.15748860049105573,0.14386767365173916,-0.15748860049105573,0.2377023167248492,0.7999999999999999,0.9454545454545454,0.6902298850574713,0.026548672566371702,-0.22314355131420985,1.7361112,0.62802285,0.198373,0.03935185,0.9868441,16.895834,5.391963,-2054045.0,3098495.0
3,0.1193,0.1531,0.1409,0.17950000000000002,0.24781758,4.575735e-06,2.3442519e-05,0.12510000000000002,0.116,0.0637,0.0446,0.10890000000000001,0.1728,0.1279,0.137,0.4761513157894737,-0.07937462417318102,-0.1281024819855884,-0.12408223201174745,0.14793864342862967,-0.12408223201174745,0.2014725568942437,0.7849582172701949,0.9203135205747877,0.6903935185185185,0.06044799018103711,-0.24212478902369916,2.1805556,0.60187906,0.1515099,0.022955246,0.9811811,18.82639,5.7804933,-2054035.0,3098505.0
4,0.060200000000000004,0.0742,0.0926,0.1005,0.15210178,1.8036901e-06,3.3523716e-05,0.0637,0.0988,0.060500000000000005,0.0538,0.07060000000000001,0.0746,0.06330000000000001,0.0653,0.2484472049689441,-0.1505437893531769,-0.1348039215686274,-0.10416666666666664,0.09409298310519178,-0.10416666666666664,0.2507778469197262,0.9213930348258706,1.2479784366576818,0.8069705093833781,0.002688172043010737,-0.08186858584699674,0.22222222,0.8888889,0.5750067,0.33063272,0.55244756,3.5416667,1.7577515,-1057915.0,-302095.0
4,0.059800000000000006,0.075,0.0989,0.1071,0.16122046,2.5572538e-06,3.372579e-05,0.0648,0.0689,0.0606,0.0541,0.08750000000000001,0.0746,0.0641,0.0665,0.2772808586762075,-0.17627677100494238,-0.06115879828326176,-0.11275964391691388,0.09699889330121741,-0.11275964391691388,0.2834032354703415,0.9234360410831,1.3186666666666667,0.8016085790884719,-0.002673796791443834,-0.0796537388250366,0.2638889,0.8680556,0.6616565,0.43778935,0.28283092,3.7569444,1.5470915,-1057915.0,-302075.0
4,0.0597,0.075,0.0949,0.10400000000000001,0.16183805,2.51109e-06,3.397069e-05,0.06670000000000001,0.0682,0.0618,0.055200000000000006,0.08750000000000001,0.07680000000000001,0.0653,0.06720000000000001,0.25452352231604347,-0.16201117318435762,-0.04057017543859644,-0.11358574610244986,0.09305094304154396,-0.11358574610244986,0.2706169822846671,0.9124999999999999,1.2653333333333334,0.77734375,0.01185770750988149,-0.09156719352549063,0.097222224,0.9513889,0.83904296,0.7039931,0.5331172,3.8819444,0.9105561,-1057945.0,-302075.0
4,0.0597,0.0752,0.0952,0.10400000000000001,0.1583075,2.317196e-06,3.4195007e-05,0.06620000000000001,0.0687,0.0611,0.055,0.0873,0.0755,0.065,0.0673,0.25984251968503935,-0.16071428571428573,-0.04328767123287674,-0.11489992587101555,0.0929225749780399,-0.11489992587101555,0.2706169822846671,0.9153846153846154,1.2659574468085106,0.7907284768211921,0.0019907100199070653,-0.08841095734405308,0.20833333,0.8958333,0.6366961,0.40538195,0.5151515,3.6875,1.6048688,-1057925.0,-302085.0
4,0.058,0.0723,0.0995,0.10740000000000001,0.15900189,2.5702536e-06,3.435343e-05,0.06380000000000001,0.06770000000000001,0.059500000000000004,0.053700000000000005,0.0879,0.0709,0.0626,0.0653,0.28699820251647695,-0.19532554257095158,-0.06189967982924226,-0.10974673829623945,0.09751190396351689,-0.10974673829623945,0.29866989117291415,0.9264432029795158,1.376210235131397,0.8180535966149506,-0.009776536312849152,-0.0764025379102173,0.25,0.875,0.6947222,0.4826389,0.24210526,3.7916667,1.4387219,-1057915.0,-302065.0
4,0.060000000000000005,0.07490000000000001,0.09390000000000001,0.1027,0.16169257,2.6456178e-06,3.4286735e-05,0.067,0.07,0.0621,0.056,0.0883,0.0781,0.0653,0.0682,0.24635922330097085,-0.1565315315315315,-0.030735455543358985,-0.11045218680504078,0.09327454511581694,-0.11045218680504078,0.2624462200368776,0.9143135345666993,1.253671562082777,0.7682458386683739,0.020915032679738522,-0.08958173072029516,0.16666667,0.9166667,0.7517983,0.5652006,0.43676662,3.8194444,1.2497747,-1057975.0,-302075.0
4,0.064,0.08,0.10010000000000001,0.11040000000000001,0.17080419,3.1897157e-06,3.218326e-05,0.0698,0.0751,0.0644,0.057800000000000004,0.0913,0.081,0.0685,0.0712,0.26315789473684215,-0.15966386554621853,-0.04597701149425288,-0.1111111111111111,0.10085092971950835,-0.1111111111111111,0.2660550458715597,0.9067028985507246,1.25125,0.7901234567901234,0.006211180124223608,-0.09794044752182006,0.19444445,0.9027778,0.63919073,0.4085648,0.55279505,3.6805556,1.589643,-1057995.0,-302075.0
4,0.061000000000000006,0.0782,0.09680000000000001,0.10700000000000001,0.16233994,2.9925227e-06,3.527875e-05,0.0668,0.07,0.062,0.056,0.0882,0.0779,0.0653,0.06810000000000001,0.26627218934911245,-0.15550755939524838,-0.046486486486486546,-0.12356321839080459,0.09238995274807264,-0.12356321839080459,0.27380952380952384,0.9046728971962616,1.237851662404092,0.7830551989730424,-0.0019218449711723802,-0.10018184017937487,0.1388889,0.9305556,0.731247,0.5347222,0.59821427,3.7777777,1.3009428,-1057965.0,-302085.0
4,0.064,0.0742,0.0835,0.0902,0.15960032,1.8531382e-06,3.4480567e-05,0.0687,0.10010000000000001,0.06280000000000001,0.055900000000000005,0.07050000000000001,0.0786,0.0661,0.0697,0.17908496732026136,-0.09732360097323602,-0.08441558441558439,-0.07380607814761217,0.09717424542726089,-0.07380607814761217,0.16990920881971466,0.9257206208425721,1.1253369272237197,0.8142493638676844,0.028795811518324617,-0.07718279521176812,0.125,0.9375,0.64212644,0.4123264,0.738657,3.3958333,1.5074373,-1057945.0,-302115.0
4,0.0631,0.0723,0.0806,0.08660000000000001,0.15463118,2.041161e-06,3.458939e-05,0.0664,0.0989,0.0614,0.055,0.0713,0.0771,0.0648,0.0669,0.1702702702702703,-0.08999370673379488,-0.06122448979591838,-0.06794682422451993,0.09575302554908113,-0.06794682422451993,0.15698062792251175,0.930715935334873,1.1147994467496543,0.8184176394293126,0.03212851405622489,-0.07180116605580689,0.15277778,0.9236111,0.6965939,0.48524305,0.626327,3.2291667,1.5072411,-1057935.0,-302125.0
4,0.0582,0.0718,0.0825,0.09040000000000001,0.14504963,2.4668425e-06,3.5594854e-05,0.063,0.09770000000000001,0.0582,0.0521,0.0673,0.0758,0.0623,0.065,0.2166890982503365,-0.11467324290998769,-0.10146862483311085,-0.10461538461538462,0.0846883079574835,-0.10461538461538462,0.2166890982503365,0.9126106194690266,1.149025069637883,0.7678100263852242,0.02710027100271005,-0.09144597405749551,0.19444445,0.9027778,0.736766,0.5428241,0.3815951,3.1527777,1.4067001,-1057905.0,-302125.0
4,0.0582,0.0746,0.0999,0.1092,0.15974467,2.3850441e-06,3.407573e-05,0.0656,0.0675,0.0614,0.0551,0.08850000000000001,0.0736,0.0646,0.0673,0.2801875732708089,-0.1882480957562568,-0.06050955414012735,-0.12349397590361444,0.09371488996100723,-0.12349397590361444,0.30465949820788535,0.9148351648351648,1.3391420911528151,0.7907608695652174,-0.0067476383265857014,-0.08901137765629687,0.25,0.925,0.8519902,0.72588736,0.31355932,3.8888888,0.8879208,-1057945.0,-302055.0
4,0.055900000000000005,0.0678,0.1005,0.1071,0.14624251,1.5640288e-06,3.370503e-05,0.064,0.068,0.059800000000000006,0.054700000000000006,0.0893,0.0694,0.0629,0.06570000000000001,0.2834032354703415,-0.22469982847341338,-0.059009483667017915,-0.09620048504446235,0.10148811622822486,-0.09620048504446235,0.3141104294478527,0.938375350140056,1.4823008849557524,0.8054755043227666,0.011661807580174958,-0.06360524995457265,1.3055556,0.7972222,0.52171224,0.27218366,0.70987654,3.0,2.339514,-1057925.0,-302035.0
4,0.057800000000000004,0.0707,0.1023,0.108,0.14653969,9.85545e-07,3.234219e-05,0.0666,0.0693,0.0626,0.0575,0.08990000000000001,0.0712,0.0659,0.0687,0.26611957796014063,-0.20872971460548406,-0.06451612903225803,-0.10038910505836572,0.1032528856243442,-0.10038910505836572,0.3027744270205066,0.9472222222222223,1.446958981612447,0.8117977528089888,0.0035236081747709687,-0.05422155416663881,1.25,0.825,0.53773504,0.28915894,0.7588568,2.8611112,2.2636113,-1057945.0,-302025.0
4,0.058300000000000005,0.07200000000000001,0.1015,0.10990000000000001,0.15181045,2.1551489e-06,3.4659235e-05,0.06470000000000001,0.069,0.0608,0.055,0.0878,0.0717,0.06380000000000001,0.0661,0.2876391329818395,-0.20835623969213854,-0.07237189646064449,-0.10514198004604759,0.10115904258967151,-0.10514198004604759,0.30677764565992865,0.9235668789808917,1.409722222222222,0.8131101813110182,-0.0020876826722338805,-0.07951206292773363,0.7777778,0.8611111,0.609689,0.37172067,0.6104348,3.4583333,1.955637,-1057965.0,-302035.0
4,0.0627,0.0752,0.1029,0.11220000000000001,0.16203107,2.484125e-06,3.5090725e-05,0.06620000000000001,0.0787,0.0621,0.055600000000000004,0.08410000000000001,0.07390000000000001,0.065,0.06720000000000001,0.2874354561101549,-0.19743863393810035,-0.10053475935828876,-0.09064539521392309,0.10988344674257226,-0.09064539521392309,0.2830188679245283,0.9171122994652406,1.3683510638297873,0.8484438430311231,-0.008718980549966435,-0.08652535024859202,0.097222224,0.9513889,0.76848364,0.5905671,0.6977511,3.2013888,1.14952,-1058025.0,-302035.0
4,0.061200000000000004,0.075,0.09670000000000001,0.10550000000000001,0.15309797,2.4933845e-06,3.513046e-05,0.0666,0.082,0.0611,0.054,0.08560000000000001,0.0763,0.0645,0.0673,0.2665066026410564,-0.16897506925207764,-0.06088864509051013,-0.10132158590308366,0.0992429543864114,-0.10132158590308366,0.265746850629874,0.9165876777251185,1.2893333333333334,0.8020969855832241,0.008592200925314009,-0.08709755045687252,0.19444445,0.9027778,0.67443395,0.4548611,0.49950346,3.2638888,1.4976143,-1058035.0,-302075.0
4,0.058100000000000006,0.07440000000000001,0.09960000000000001,0.1114,0.15655662,2.3902892e-06,3.564061e-05,0.0671,0.079,0.0604,0.054,0.084,0.0742,0.06420000000000001,0.0671,0.2968568102444703,-0.19913885898815925,-0.08496732026143791,-0.1230188679245283,0.09353135313531355,-0.1230188679245283,0.3144542772861356,0.8940754039497307,1.3387096774193548,0.7830188679245284,-0.0013458950201884637,-0.11196516290263106,0.125,0.9375,0.7769713,0.6036844,0.56436974,3.1736112,1.1490346,-1058075.0,-302055.0
4,0.0599,0.0756,0.0994,0.1114,0.15911904,2.291137e-06,3.278334e-05,0.0654,0.09820000000000001,0.060700000000000004,0.0546,0.0789,0.0731,0.0639,0.0661,0.294596165020337,-0.19144385026737967,-0.1149747616376893,-0.1158671586715867,0.09654947916666667,-0.1158671586715867,0.30064214827787505,0.8922800718132855,1.3148148148148149,0.8194254445964433,-0.01681237390719571,-0.11397521383065524,0.11111111,0.9444444,0.6905446,0.47685185,0.7381818,3.3055556,1.3762791,-1058115.0,-302045.0
4,0.0614,0.0723,0.10020000000000001,0.10830000000000001,0.15793213,2.3323744e-06,3.612261e-05,0.065,0.0785,0.060700000000000004,0.0545,0.08360000000000001,0.0718,0.06380000000000001,0.06620000000000001,0.28165680473372784,-0.19933554817275748,-0.09031556039173015,-0.08152580403889303,0.10918381067634798,-0.08152580403889303,0.27637006482027104,0.925207756232687,1.3858921161825728,0.8551532033426184,-0.0034698126301179765,-0.07773696535618045,0.055555556,0.9722222,0.9045922,0.818287,0.57014924,3.0694444,0.6114695,-1058045.0,-302035.0
4,0.0596,0.0723,0.1037,0.10990000000000001,0.15995792,1.5685558e-06,3.2753833e-05,0.066,0.0687,0.0625,0.0568,0.08940000000000001,0.0723,0.0656,0.0671,0.2749419953596288,-0.20636663007683864,-0.07405489383738992,-0.09628506444275968,0.10717529518619437,-0.09628506444275968,0.29675516224188797,0.943585077343039,1.434301521438451,0.8243430152143845,0.0,-0.05806874617409419,0.875,0.8625,0.56579113,0.3201196,0.68019176,2.8819444,2.1337914,-1057995.0,-302015.0
8,0.055400000000000005,0.0635,0.0892,0.0893,0.13714027,8.805394e-07,3.0356203e-05,0.061200000000000004,0.0673,0.0587,0.0539,0.08170000000000001,0.0655,0.061000000000000006,0.0626,0.20675675675675675,-0.16884816753926704,-0.04388531304856637,-0.06812447434819172,0.09773260359655983,-0.06812447434819172,0.2342778161713891,0.9988801791713325,1.404724409448819,0.8458015267175573,0.015503875968992262,-0.0011204482964897178,1.0,0.9,0.77802575,0.6053241,0.62451106,0.5416667,1.1351457,-1057975.0,-301965.0
4,0.0591,0.0713,0.08950000000000001,0.0981,0.15328553,1.7022162e-06,3.5083965e-05,0.0629,0.0673,0.0592,0.0528,0.0825,0.0712,0.061900000000000004,0.064,0.24729815638906552,-0.1582054309327037,-0.04069767441860468,-0.09355828220858896,0.09372892784895483,-0.09355828220858896,0.24809160305343514,0.9123343527013252,1.2552594670406734,0.8300561797752809,-0.0007017543859649323,-0.09174874129050765,0.6111111,0.84248364,0.5347673,0.28597608,0.47549668,3.4722223,2.0955374,-1057885.0,-302085.0
4,0.0597,0.0719,0.09910000000000001,0.10600000000000001,0.1585061,1.1043608e-06,3.503631e-05,0.0645,0.0668,0.061200000000000004,0.0546,0.08510000000000001,0.07060000000000001,0.06420000000000001,0.06620000000000001,0.2679425837320574,-0.1916807195053401,-0.07600434310532028,-0.0927051671732523,0.10342983218559872,-0.0927051671732523,0.2794206397103199,0.9349056603773584,1.3783031988873435,0.8456090651558072,-0.009122807017543828,-0.06730965277612488,0.9027778,0.79665035,0.48012182,0.23051697,0.77940655,3.0486112,2.4381528,-1057875.0,-302065.0
4,0.056900000000000006,0.0688,0.09730000000000001,0.10450000000000001,0.15206945,1.1471808e-06,3.361287e-05,0.0616,0.0665,0.0592,0.0538,0.08320000000000001,0.0678,0.0618,0.0636,0.2767257177764203,-0.20600115406809005,-0.0781163434903047,-0.09466984884645978,0.09926346374755055,-0.09466984884645978,0.2949194547707559,0.9311004784688995,1.4142441860465118,0.8392330383480827,-0.007320644216691075,-0.0713880822129063,1.1666666,0.7647059,0.42275643,0.17872299,0.7878788,2.5,2.6486354,-1057855.0,-302065.0
4,0.0567,0.0694,0.0862,0.0931,0.14928012,1.7712205e-06,3.3764307e-05,0.0625,0.0854,0.0584,0.052500000000000005,0.0742,0.0723,0.061900000000000004,0.064,0.22904290429042906,-0.14584615384615385,-0.07481296758104737,-0.10071371927042033,0.08752721993709169,-0.10071371927042033,0.2429906542056075,0.9258861439312567,1.2420749279538905,0.7842323651452282,0.020465772759350742,-0.07700400661337402,0.7777778,0.8111111,0.5215273,0.27199075,0.58278143,3.1111112,2.2352145,-1057855.0,-302095.0
4,0.056900000000000006,0.0683,0.0853,0.091,0.14573248,1.5527903e-06,3.496369e-05,0.061200000000000004,0.0859,0.057800000000000004,0.052000000000000005,0.07350000000000001,0.0708,0.0604,0.062400000000000004,0.22311827956989244,-0.14249843063402384,-0.07430730478589415,-0.09105431309904148,0.08942499546526395,-0.09105431309904148,0.2305611899932386,0.9373626373626374,1.2489019033674964,0.8036723163841809,0.01797268152408341,-0.06468505201921661,0.6388889,0.83055556,0.5268632,0.27758488,0.577551,3.2222223,2.1625297,-1057865.0,-302095.0
4,0.056600000000000004,0.0723,0.09050000000000001,0.0974,0.15008037,1.4138341e-06,3.339179e-05,0.061200000000000004,0.07100000000000001,0.058300000000000005,0.052700000000000004,0.0819,0.0719,0.0609,0.06330000000000001,0.25112395632626844,-0.1479080730701237,-0.0498839907192576,-0.12179984484096196,0.08525842419762214,-0.12179984484096196,0.2649350649350649,0.929158110882957,1.251728907330567,0.7872044506258693,-0.0027739251040221746,-0.07347635994260888,0.8055556,0.8472222,0.63662034,0.4052855,0.47259408,3.0138888,1.8931146,-1057835.0,-302105.0
4,0.055900000000000005,0.0702,0.09290000000000001,0.0994,0.15384325,1.1668205e-06,3.313335e-05,0.0609,0.06380000000000001,0.0587,0.053500000000000006,0.07980000000000001,0.0693,0.061500000000000006,0.0632,0.2574320050600885,-0.17216981132075473,-0.07585408222350896,-0.11340206185567006,0.08912667392836551,-0.11340206185567006,0.2801030264005151,0.9346076458752516,1.3233618233618236,0.8066378066378067,-0.006451612903225792,-0.06762846784273545,1.1666666,0.8147059,0.4617925,0.21325232,0.7299035,2.5833333,2.5428493,-1057835.0,-302085.0
4,0.0505,0.0608,0.0858,0.0911,0.1367757,1.2818217e-06,3.5173547e-05,0.055,0.0604,0.0528,0.047900000000000005,0.0743,0.060500000000000005,0.054700000000000006,0.0568,0.2661570535093815,-0.19947333772218565,-0.0718301061836352,-0.09254267744833779,0.08480176211453745,-0.09254267744833779,0.2867231638418079,0.9418221734357849,1.4111842105263157,0.8347107438016529,-0.002473206924979346,-0.059938797771996,1.3472222,0.8244281,0.51200855,0.2621528,0.71581453,2.1597223,2.3635874,-1057815.0,-302085.0
4,0.0465,0.058300000000000005,0.07680000000000001,0.0828,0.10932732,1.9384472e-06,3.3048174e-05,0.047,0.0639,0.0449,0.0396,0.0684,0.057800000000000004,0.0468,0.048400000000000006,0.29678935003915424,-0.1736357193479801,-0.057851239669421524,-0.11259541984732829,0.07064488601731073,-0.11259541984732829,0.28074245939675174,0.9275362318840581,1.3173241852487136,0.8044982698961937,-0.004306632213608962,-0.07522342123758739,0.6527778,0.8736111,0.743996,0.5535301,0.14534664,2.9930556,1.5607028,-1057815.0,-302115.0
4,0.043300000000000005,0.056100000000000004,0.07590000000000001,0.0819,0.10457426,2.086675e-06,3.21995e-05,0.0458,0.06330000000000001,0.044000000000000004,0.039,0.0684,0.055200000000000006,0.045700000000000005,0.0472,0.3010325655281969,-0.18695652173913038,-0.05197505197505202,-0.1287726358148893,0.06433109233331279,-0.1287726358148893,0.30830670926517567,0.9267399267399269,1.3529411764705883,0.7844202898550725,-0.008086253369272219,-0.07608230645743934,0.8888889,0.85555553,0.72886896,0.53125,0.35062006,2.8055556,1.705447,-1057795.0,-302115.0
4,0.044700000000000004,0.054900000000000004,0.07930000000000001,0.0853,0.1130444,1.8175214e-06,3.3893873e-05,0.049300000000000004,0.0634,0.0473,0.0425,0.0713,0.0562,0.0492,0.0512,0.2865761689291101,-0.21683309557774608,-0.05312084993359898,-0.10240963855421686,0.0729454032206326,-0.10240963855421686,0.3123076923076923,0.929660023446659,1.4444444444444444,0.7953736654804271,0.011701170117011661,-0.07293632585683098,1.1944444,0.8527778,0.6042864,0.36516204,0.7152318,2.0,1.8867426,-1057785.0,-302095.0
4,0.049600000000000005,0.0599,0.0877,0.09280000000000001,0.13660665,1.2994557e-06,3.4772627e-05,0.0551,0.0603,0.0529,0.047900000000000005,0.0742,0.060700000000000004,0.054900000000000004,0.056900000000000006,0.27385037748798907,-0.21545514079895223,-0.08338480543545398,-0.09406392694063923,0.08532445923460902,-0.09406392694063923,0.3033707865168539,0.9450431034482758,1.4641068447412353,0.8171334431630972,0.00663349917081262,-0.0565247404140176,1.2361112,0.83194447,0.5417557,0.29349923,0.7374147,1.9791666,2.1530235,-1057805.0,-302085.0
